entity,hypernym,neg_hypernym,depth,level,pageviews,tree_num,parent_num
Tumor Suppressor Proteins,Neoplasm Proteins,Regional Health Planning,4,3,9.33e-06,D12.776.624.776,D12.776.624
Dental Prosthesis Design,Dental Prosthesis,Adult,4,3,1.29e-05,E06.780.346.625,E06.780.346
Collective Bargaining,Personnel Management,Pasteurellaceae,4,3,2e-05,N04.452.677.356,N04.452.677
Metabolic Reprogramming,Cellular Reprogramming,Transcription Factors,4,3,4.17e-06,G04.152.262.500,G04.152.262
Autism Spectrum Disorder,"Child Development Disorders, Pervasive",Health Personnel,4,3,9.33e-06,F03.625.164.113,F03.625.164
Plasma Exchange,Plasmapheresis,Intracellular Signaling Peptides and Proteins,4,3,8.91e-06,E02.120.770.500,E02.120.770
Sperm Tail,Flagella,Immunohistochemistry,5,3,6.92e-06,A11.284.180.290.835,A11.284.180.290
Lip,Mouth,Hydrolases,5,3,1.35e-05,A01.456.505.631.515,A01.456.505.631
Satellite Imagery,Remote Sensing Technology,Pathology,4,3,2.14e-05,E05.925.500.500,E05.925.500
"Sequence Homology, Nucleic Acid",Sequence Homology,Carrier Proteins,4,3,2.24e-05,G02.111.810.550,G02.111.810
Muscle Spindles,"Muscle, Skeletal",Clinical Laboratory Techniques,5,3,2.75e-05,A10.690.552.500.750,A10.690.552.500
Prescription Drug Diversion,Crime,Remote Sensing Technology,4,3,1e-05,I01.198.240.609,I01.198.240
Compliance,Elasticity,LIM Domain Proteins,4,3,1.48e-05,G01.374.590.210,G01.374.590
"Dose-Response Relationship, Drug",Toxicological Phenomena,Oceanospirillaceae,4,3,1.38e-05,G07.690.936.500,G07.690.936
Immune Privilege,Immune Tolerance,Behavior Therapy,4,3,1.38e-05,G12.535.425.460,G12.535.425
Bone Density Conservation Agents,Physiological Effects of Drugs,"Antigens, Neoplasm",4,3,2.95e-05,D27.505.696.242,D27.505.696
Cardiac Valve Annuloplasty,Cardiac Surgical Procedures,Acoustics,4,3,6.92e-06,E04.100.376.062,E04.100.376
Substance Abuse Treatment Centers,Rehabilitation Centers,Endoscopes,4,3,1.7e-05,N02.278.808.930,N02.278.808
"Identification, Psychological",Personality Development,Phosphoamino Acids,4,3,1.51e-05,F01.752.747.385,F01.752.747
Reproductive Behavior,Reproduction,Blood Proteins,4,3,6.31e-06,G08.686.784.891,G08.686.784
Pleasure-Pain Principle,Psychoanalytic Theory,Refractive Surgical Procedures,4,3,2.76e-05,F02.739.794.746,F02.739.794
Serbia,"Europe, Eastern",Mitochondrial Proteins,4,3,5.13e-06,Z01.542.248.786,Z01.542.248
Medicare,Legislation as Topic,Carrier Proteins,4,3,8.71e-06,N03.706.615.696,N03.706.615
Artificial Limbs,Artificial Organs,"Specialties, Nursing",4,3,1.74e-05,E07.858.082.050,E07.858.082
Rome,Italy,Social Behavior,4,3,2.82e-05,Z01.542.489.569,Z01.542.489
Vital Signs,Physical Examination,Burkholderiales,4,3,2.4e-05,E01.370.600.875,E01.370.600
"Gene Expression Regulation, Leukemic","Gene Expression Regulation, Neoplastic",Estrogen Antagonists,4,3,2.29e-05,G05.308.370.500,G05.308.370
Sentiment Analysis,Artificial Intelligence,Cornea,4,3,1.07e-05,G17.035.250.750,G17.035.250
Occupational Therapists,Health Personnel,Mitochondrial Proteins,4,3,5.25e-06,M01.526.485.710,M01.526.485
Psychiatric Status Rating Scales,Neuropsychological Tests,Nerve Tissue Proteins,4,3,7.41e-06,F04.711.513.653,F04.711.513
Georgia (Republic),USSR,Sequence Homology,4,3,2.88e-05,Z01.542.931.420,Z01.542.931
Basic Reproduction Number,"Disease Transmission, Infectious",Phosphoamino Acids,4,3,7.76e-05,N06.850.335.125,N06.850.335
Gift Giving,Social Behavior,Transcription Factors,4,3,6.03e-05,F01.145.813.208,F01.145.813
"Models, Neurological","Models, Biological",Artificial Organs,4,3,5.5e-05,E05.599.395.642,E05.599.395
Factor VIII,Protein Precursors,Plant Oils,4,3,4.68e-05,D12.776.811.286,D12.776.811
Employee Discipline,Personnel Management,Rehabilitation Centers,4,3,3.16e-05,N04.452.677.358,N04.452.677
Protein S,Blood Proteins,"Europe, Eastern",4,3,3.39e-05,D12.776.124.670,D12.776.124
African Union,International Cooperation,Urologic Surgical Procedures,4,3,6.61e-05,I01.615.500.125,I01.615.500
Military Hygiene,Hygiene,"Heterocyclic Compounds, 3-Ring",4,3,0.000158,N06.850.670.300,N06.850.670
Early Termination of Clinical Trials,Research Design,Intercellular Signaling Peptides and Proteins,4,3,0.000269,E05.581.500.400,E05.581.500
"Noise, Occupational",Noise,Behavior Therapy,4,3,3.55e-05,N06.230.400.500,N06.230.400
Medical Oncology,Internal Medicine,Computer Simulation,4,3,0.000145,H02.403.429.515,H02.403.429
"Financial Management, Hospital",Financial Management,Blood Circulation,4,3,0.00012,N03.219.463.280,N03.219.463
Health Planning,Legislation as Topic,Apoproteins,4,3,0.000275,N03.706.615.302,N03.706.615
Body Fat Distribution,Body Composition,Agrochemicals,4,3,0.000251,G02.111.130.134,G02.111.130
Nuclear Medicine,Radiology,Atlantic Islands,4,3,5.37e-05,H02.403.740.500,H02.403.740
Sleep Phase Chronotherapy,Behavior Therapy,Aviadenovirus,4,3,0.000112,F04.754.137.875,F04.754.137
"Students, Nursing","Students, Health Occupations",Health Personnel,4,3,0.000178,M01.848.769.685,M01.848.769
"Practice Patterns, Physicians'",Delivery of Health Care,Nitrogen Cycle,4,3,0.000115,N04.590.374.577,N04.590.374
Sexual Trauma,"Stress Disorders, Traumatic",Drug Carriers,4,3,6.61e-05,F03.950.750.438,F03.950.750
"Factor Analysis, Statistical",Statistics as Topic,Body Composition,4,3,4.68e-05,E05.318.740.400,E05.318.740
Group Dynamics,Group Processes,Italy,4,3,0.000372,F01.829.316.223,F01.829.316
In Vitro Oocyte Maturation Techniques,"Reproductive Techniques, Assisted",Residence Characteristics,4,3,0.0186,E02.875.800.906,E02.875.800
"DNA, Cruciform",DNA,Oxidoreductases,4,3,3.09e-05,D13.444.308.295,D13.444.308
Brazil,South America,Thoracic Cavity,4,3,3.8e-05,Z01.107.757.176,Z01.107.757
Blood Glucose Self-Monitoring,Self-Testing,Intercellular Signaling Peptides and Proteins,4,3,0.000126,E02.900.950.500,E02.900.950
Housing,Residence Characteristics,"Disease Transmission, Infectious",4,3,5.89e-05,N01.224.791.400,N01.224.791
Regional Medical Programs,Regional Health Planning,Health Personnel,4,3,5.25e-05,N03.349.650.400,N03.349.650
Fire Ants,"Animals, Poisonous",Saccharomycetales,5,3,0.0002,B01.050.050.286.250,B01.050.050.286
Middle Aged,Adult,Italy,4,3,0.000151,M01.060.116.630,M01.060.116
Sample Size,Research Design,Ribosomal Proteins,4,3,3.39e-05,E05.581.500.902,E05.581.500
International Educational Exchange,International Cooperation,Hemeproteins,4,3,0.000229,I01.615.500.650,I01.615.500
Mouth Protectors,Personal Protective Equipment,Apoproteins,4,3,6.76e-05,E07.700.560.813,E07.700.560
High-Temperature Requirement A Serine Peptidase 2,Mitochondrial Proteins,"Disease Transmission, Infectious",4,3,4.05e-05,D12.776.575.656,D12.776.575
Medical Missions,International Cooperation,Dental Prosthesis,4,3,0.000145,I01.615.500.750,I01.615.500
Temperature,"Environment, Controlled",Dental Prosthesis,4,3,4.37e-05,N06.230.150.450,N06.230.150
Family Nursing,"Specialties, Nursing",Group Processes,4,3,0.000457,H02.478.676.218,H02.478.676
Third Ventricle,Cerebral Ventricles,"Clinical Trial, Veterinary",5,3,0.000209,A08.186.211.140.840,A08.186.211.140
Air Filters,Filtration,Mitochondrial Proteins,4,3,0.000234,E05.196.454.201,E05.196.454
Social Integration,Interpersonal Relations,Elasticity,4,3,0.000263,F01.829.401.694,F01.829.401
Disease Hotspot,Disease Outbreaks,Cranial Sinuses,4,3,7.94e-05,N06.850.290.100,N06.850.290
Pyrithiamine,Pyridinium Compounds,Viral Regulatory and Accessory Proteins,5,4,0.0,D03.383.725.762.760,D03.383.725.762
PHEX Phosphate Regulating Neutral Endopeptidase,Membrane Glycoproteins,Galectins,5,4,0.0,D09.400.430.890.611,D09.400.430.890
Cholestanols,Cholestanes,Sex Offenses,5,4,0.0,D04.210.500.247.100,D04.210.500.247
Phenmetrazine,Morpholines,Social Perception,5,4,0.0,D03.383.533.640.650,D03.383.533.640
"Deoxyribonucleases, Type II Site-Specific",DNA Restriction Enzymes,Indicators and Reagents,5,4,0.0,D08.811.150.280.260,D08.811.150.280
Mimosine,Pyridones,Disaccharides,5,4,0.0,D03.383.725.791.550,D03.383.725.791
"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",Chronic Disease,Phenylammonium Compounds,5,4,0.0,C23.550.291.500.813,C23.550.291.500
Indoprofen,Isoindoles,Pyridones,5,4,0.0,D03.633.100.513.374,D03.633.100.513
Oxotremorine,Pyrrolidinones,Respiratory Function Tests,5,4,0.0,D03.383.773.812.498,D03.383.773.812
Aminobutyrates,Butyrates,Genomic Structural Variation,5,4,0.0,D02.241.081.114.500,D02.241.081.114
Edrophonium,Phenylammonium Compounds,Morpholines,5,4,0.0,D02.092.877.674.333,D02.092.877.674
Tosylarginine Methyl Ester,Arginine,Microfilament Proteins,5,4,0.0,D12.125.068.050.900,D12.125.068.050
Gluconates,Sugar Acids,Dermatologic Agents,5,4,0.0,D02.241.081.844.322,D02.241.081.844
Vernamycin B,Streptogramins,Muscle Proteins,5,4,0.0,D04.345.566.802.812,D04.345.566.802
Quinazolinones,Quinazolines,Complement Activating Enzymes,5,4,0.0,D03.633.100.786.830,D03.633.100.786
Mannoheptulose,Heptoses,Thylakoid Membrane Proteins,5,4,0.0,D09.947.875.286.500,D09.947.875.286
Bufexamac,Hydroxamic Acids,"Auditory Diseases, Central",5,4,0.0,D02.092.570.394.150,D02.092.570.394
Dextropropoxyphene,Propionates,"Electrophoresis, Polyacrylamide Gel",5,4,0.0,D02.241.081.751.120,D02.241.081.751
Cetylpyridinium,Pyridinium Compounds,Aluminum Silicates,5,4,0.0,D03.383.725.762.232,D03.383.725.762
Pancreaticobiliary Maljunction,Common Bile Duct Diseases,"Photoreceptors, Plant",5,4,0.0,C06.130.120.250.640,C06.130.120.250
Hydroxybenzoates,Benzoates,Paleontology,5,4,0.0,D02.241.223.100.300,D02.241.223.100
Isoxsuprine,Phenethylamines,Steroid Hydroxylases,5,4,0.0,D02.092.471.683.560,D02.092.471.683
Succinates,Dicarboxylic Acids,Carcinoma,5,4,0.0,D02.241.081.337.759,D02.241.081.337
Pentacyclic Triterpenes,Triterpenes,Oligonucleotides,5,4,0.0,D02.455.849.919.530,D02.455.849.919
Mitotane,"Hydrocarbons, Chlorinated",Perceptual Disorders,5,4,0.0,D02.455.526.439.681,D02.455.526.439
Teriparatide,Parathyroid Hormone,Respiratory Function Tests,5,4,0.0,D06.472.699.590.850,D06.472.699.590
Typhlitis,Cecal Diseases,Membrane Glycoproteins,5,4,0.0,C06.405.469.110.708,C06.405.469.110
Mucolipidoses,"Carbohydrate Metabolism, Inborn Errors",Pregnancy,5,4,0.0,C16.320.565.202.670,C16.320.565.202
Calciphylaxis,Calcinosis,Clinical Studies as Topic,5,4,0.0,C18.452.174.130.186,C18.452.174.130
Propanidid,Diethylamines,"Metal Metabolism, Inborn Errors",5,4,0.0,D02.092.471.302.500,D02.092.471.302
Dihydroergocristine,Ergotamines,"Antigens, Viral",5,4,0.0,D03.132.327.412.175,D03.132.327.412
Smith-Lemli-Opitz Syndrome,Dyslipidemias,Thiamine,5,4,0.0,C18.452.584.500.937,C18.452.584.500
Diflubenzuron,Phenylurea Compounds,Botany,5,4,0.0,D02.065.950.681.280,D02.065.950.681
Neurothekeoma,Nerve Sheath Neoplasms,Auditory Perception,5,4,0.0,C04.557.580.600.625,C04.557.580.600
Pyrazolones,Pyrazoles,Sensory Thresholds,5,4,0.0,D03.383.129.539.850,D03.383.129.539
Aminorex,Oxazoles,Biomedical Research,5,4,0.0,D03.383.129.462.050,D03.383.129.462
Polyisoprenyl Phosphate Sugars,Polyisoprenyl Phosphates,Cholestanes,5,4,0.0,D02.455.849.690.700,D02.455.849.690
Benzopyrene Hydroxylase,Aryl Hydrocarbon Hydroxylases,Alcohol Drinking,5,4,0.0,D08.244.453.005.110,D08.244.453.005
Gliotoxin,Indoles,Trans-Activators,5,4,0.0,D03.633.100.473.360,D03.633.100.473
Cromakalim,Pyrroles,Kruppel-Like Transcription Factors,5,4,0.0,D03.383.129.578.150,D03.383.129.578
Channelrhodopsins,"Photoreceptors, Plant",Heptoses,5,4,0.0,D12.776.765.593.250,D12.776.765.593
Gastroplasty,Bariatric Surgery,Plant Extracts,5,4,1.02e-08,E02.650.500.062.750,E02.650.500.062
Lymphocytosis,Leukocytosis,Orphan Nuclear Receptors,5,4,1.91e-08,C15.378.553.475.604,C15.378.553.475
"Hypophosphatemia, Familial",Hypophosphatemia,Nerve Sheath Neoplasms,5,4,1.74e-08,C18.452.750.400.500,C18.452.750.400
Tropomyosin,Microfilament Proteins,Ergotamines,5,4,3.24e-08,D05.750.078.730.800,D05.750.078.730
Kruppel-Like Factor 6,Kruppel-Like Transcription Factors,Rifamycins,5,4,0.0,D12.776.260.522.563,D12.776.260.522
Sinoatrial Block,Heart Block,Air Movements,5,4,3.16e-08,C14.280.067.558.750,C14.280.067.558
CD27 Ligand,Membrane Glycoproteins,Heart Function Tests,5,4,1.67e-08,D12.776.543.550.170,D12.776.543.550
Hormesis,"Dose-Response Relationship, Drug",Peroxisome Proliferator-Activated Receptors,5,4,2.29e-08,G07.690.773.875.500,G07.690.773.875
Tropomodulin,Muscle Proteins,Aryl Hydrocarbon Hydroxylases,5,4,0.0,D12.776.210.500.847,D12.776.210.500
Safrole,Benzodioxoles,Parents,5,4,1.55e-08,D03.383.246.118.750,D03.383.246.118
Cilostazol,Tetrazoles,Tyrothricin,5,4,1.32e-08,D03.383.129.617.293,D03.383.129.617
Nimodipine,Dihydropyridines,Isoindoles,5,4,1.74e-08,D03.383.725.203.570,D03.383.725.203
Trismus,Spasm,RNA-Binding Proteins,5,4,1.91e-08,C10.597.613.750.700,C10.597.613.750
Cyproterone,"Steroids, Chlorinated",Triterpenes,5,4,2.82e-08,D04.210.500.883.419,D04.210.500.883
Interleukins,Cytokines,Touch Perception,5,4,2.88e-08,D12.644.276.374.465,D12.644.276.374
Thrombophlebitis,Phlebitis,Trioses,5,4,3.47e-08,C14.907.617.718.788,C14.907.617.718
Guanylyl Cyclase C Agonists,Enzyme Activators,Microfilament Proteins,5,4,1.07e-08,D27.505.519.374.400,D27.505.519.374
MutS DNA Mismatch-Binding Protein,MutS Proteins,Immunoproteins,5,4,2.4e-08,D08.811.074.844.500,D08.811.074.844
Gramicidin,Tyrothricin,Oligonucleotides,5,4,1.07e-08,D04.345.566.850.300,D04.345.566.850
Pyridostigmine Bromide,Pyridinium Compounds,Protein-Arginine Deiminases,5,4,1.23e-08,D03.383.725.762.740,D03.383.725.762
"Neuroectodermal Tumor, Melanotic",Neuroectodermal Tumors,Arginine,5,4,2.04e-08,C04.557.465.625.630,C04.557.465.625
Dermoid Cyst,Teratoma,Leukocytosis,5,4,2.4e-08,C04.557.465.910.250,C04.557.465.910
Trichophytin,"Antigens, Fungal",Triterpenes,5,4,0.0,D12.776.354.187.800,D12.776.354.187
"Hypophosphatemia, Familial","Metal Metabolism, Inborn Errors","Adaptor Proteins, Signal Transducing",5,4,1.74e-08,C16.320.565.618.544,C16.320.565.618
Epilepsia Partialis Continua,Status Epilepticus,Gastrointestinal Agents,5,4,1.48e-08,C10.597.742.785.260,C10.597.742.785
PPAR alpha,Peroxisome Proliferator-Activated Receptors,Repressor Proteins,5,4,4.37e-08,D12.776.826.239.500,D12.776.826.239
Galectin 3,Galectins,Weather,5,4,4.47e-08,D12.776.503.307.300,D12.776.503.307
Dihydroxyacetone,Trioses,Hypnosis,5,4,1.82e-08,D09.947.875.894.200,D09.947.875.894
Stereognosis,Touch Perception,Sensory Thresholds,5,4,0.0,F02.463.593.894.500,F02.463.593.894
Placentation,Pregnancy,Pyrazoles,5,4,2.24e-08,G08.686.784.769.491,G08.686.784.769
Angiocardiography,Heart Function Tests,"Geography, Medical",5,4,0.0,E01.370.370.380.050,E01.370.370.380
Californium,Actinoid Series Elements,Molecular Diagnostic Techniques,5,4,3.63e-08,D01.268.271.100.150,D01.268.271.100
Sertoli-Leydig Cell Tumor,Ovarian Neoplasms,Imino Acids,5,4,2.8e-08,C04.588.322.455.648,C04.588.322.455
Vitellogenins,Vitellins,Locomotion,5,4,0.0,D12.776.290.812.500,D12.776.290.812
Astringents,Dermatologic Agents,Propionates,5,4,1.74e-08,D27.505.954.444.100,D27.505.954.444
Ikaros Transcription Factor,Kruppel-Like Transcription Factors,Immunologic Tests,5,4,3.31e-08,D12.776.260.522.500,D12.776.260.522
Antiemetics,Gastrointestinal Agents,Auditory Perception,5,4,3.02e-08,D27.505.954.483.200,D27.505.954.483
Pharmacognosy,Botany,Neuroectodermal Tumors,5,4,4.27e-08,H01.158.273.118.598,H01.158.273.118
Podophyllin,Plant Extracts,"Administration, Topical",5,4,0.0,D20.215.784.500.675,D20.215.784.500
"Radiography, Dual-Energy Scanned Projection",Subtraction Technique,Imino Acids,5,4,3.89e-07,E01.370.350.760.700,E01.370.350.760
Thiamine Triphosphate,Thiamine,Benzoates,5,4,1.86e-07,D02.886.675.900.900,D02.886.675.900
"Antineoplastic Agents, Immunological",Antineoplastic Agents,Self-Injurious Behavior,5,4,7.24e-08,D27.505.954.248.384,D27.505.954.248
Gingival Overgrowth,Gingival Diseases,Vomiting,5,4,2.09e-07,C07.465.714.258.428,C07.465.714.258
Zeolites,Aluminum Silicates,"RNA, Ribosomal",5,4,8.71e-08,D01.056.050.075.975,D01.056.050.075
Spirometry,Respiratory Function Tests,Propionates,5,4,5.5e-08,E01.370.386.700.750,E01.370.386.700
Cytomegalovirus Vaccines,Viral Vaccines,Lipodystrophy,5,4,1.1e-07,D20.215.894.899.120,D20.215.894.899
Glomerular Filtration Rate,Kidney Function Tests,Calcinosis,5,4,1.58e-07,E01.370.390.400.300,E01.370.390.400
Radionuclide Ventriculography,Heart Function Tests,Pyrroles,5,4,1.35e-07,E01.370.370.380.710,E01.370.370.380
gamma-Linolenic Acid,"Fatty Acids, Omega-6",Phenylurea Compounds,5,4,9.59e-08,D10.251.355.343.249,D10.251.355.343
Chloroplast Proton-Translocating ATPases,Thylakoid Membrane Proteins,Milk Substitutes,5,4,2.04e-07,D12.776.543.930.249,D12.776.543.930
Radionuclide Angiography,Angiography,Amidohydrolases,5,4,1.35e-07,E01.370.370.050.650,E01.370.370.050
Microvascular Angina,Angina Pectoris,Actinoid Series Elements,5,4,1.41e-07,C14.280.647.187.575,C14.280.647.187
Technetium Tc 99m Disofenin,Imino Acids,"Fatty Acids, Omega-6",5,4,1.15e-07,D02.241.081.583.450,D02.241.081.583
Galactose,Hexoses,Touch Perception,5,4,1.82e-07,D09.947.875.359.377,D09.947.875.359
"Uveitis, Anterior",Panuveitis,Heptoses,5,4,1.1e-07,C11.941.879.780.880,C11.941.879.780
Integrase Inhibitors,Enzyme Inhibitors,Immunologic Factors,5,4,6.03e-08,D27.505.519.389.375,D27.505.519.389
Hemolytic Plaque Technique,Immunologic Tests,Indoles,5,4,2.14e-07,E01.370.225.812.375,E01.370.225.812
Crk-Associated Substrate Protein,"Adaptor Proteins, Signal Transducing",Bacterial Vaccines,5,4,4.89e-08,D12.644.360.024.282,D12.644.360.024
Luminescent Agents,Indicators and Reagents,"Neoplasms, Cystic, Mucinous, and Serous",5,4,2.69e-07,D27.720.470.410.505,D27.720.470.410
Polycythemia Vera,Bone Marrow Neoplasms,Sensory Thresholds,5,4,5.62e-08,C04.588.448.200.500,C04.588.448.200
SMN Complex Proteins,RNA-Binding Proteins,Hypnosis,5,4,1.48e-07,D12.776.157.725.875,D12.776.157.725
"Adjuvants, Immunologic",Immunologic Factors,Blood Preservation,5,4,1e-07,D27.505.696.477.067,D27.505.696.477
"Crystallography, X-Ray",X-Ray Diffraction,"RNA, Ribosomal",5,4,3.98e-07,E05.196.309.742.225,E05.196.309.742
Trehalose,Disaccharides,Alcohol Drinking,5,4,5.75e-08,D09.698.629.305.880,D09.698.629.305
"Hematoma, Subdural, Chronic",Chronic Disease,Thylakoid Membrane Proteins,5,4,4.07e-07,C23.550.291.500.431,C23.550.291.500
Agnosia,Perceptual Disorders,Subtraction Technique,5,4,5.37e-08,C10.597.606.762.100,C10.597.606.762
Urease,Amidohydrolases,Quadriplegia,5,4,5.13e-08,D08.811.277.087.902,D08.811.277.087
Fluorescein Angiography,Angiography,Central Nervous System Depressants,5,4,1.07e-07,E01.370.370.050.350,E01.370.370.050
Nasopharyngeal Carcinoma,Carcinoma,DNA Restriction Enzymes,5,4,9.33e-08,C04.557.470.200.623,C04.557.470.200
Submandibular Gland Neoplasms,Submandibular Gland Diseases,Indoles,5,4,4.9e-08,C07.465.815.882.500,C07.465.815.882
Pleural Neoplasms,Respiratory Tract Neoplasms,Teratoma,5,4,3.55e-07,C04.588.894.797.640,C04.588.894.797
Transcatheter Aortic Valve Replacement,Heart Valve Prosthesis Implantation,Heart Block,5,4,7.76e-08,E04.100.376.485.500,E04.100.376.485
Pyrimidine Dimers,Oligonucleotides,"Gene Products, gag",5,4,1.02e-07,D13.695.578.424.600,D13.695.578.424
Atrioventricular Block,Heart Block,Kidney Function Tests,5,4,7.08e-08,C14.280.067.558.230,C14.280.067.558
Neuroendocrine Tumors,Neuroectodermal Tumors,Triterpenes,5,4,2.19e-07,C04.557.465.625.650,C04.557.465.625
Ketone Oxidoreductases,Oxidoreductases Acting on Aldehyde or Oxo Group Donors,Sensory Thresholds,5,4,4.37e-07,D08.811.682.657.350,D08.811.682.657
Rifampin,Rifamycins,Repressor Proteins,5,4,6.76e-08,D03.633.400.811.700,D03.633.400.811
"Adenocarcinoma, Mucinous","Neoplasms, Cystic, Mucinous, and Serous",Oligonucleotides,5,4,2.95e-07,C04.557.470.590.075,C04.557.470.590
Myoglobin,Globins,Epidemiologic Studies,5,4,9.77e-08,D12.776.422.316.940,D12.776.422.316
Fetal Development,Embryonic and Fetal Development,Molecular Diagnostic Techniques,5,4,2.51e-06,G07.345.500.325.235,G07.345.500.325
Horner Syndrome,Cavernous Sinus Syndromes,Morpholines,5,4,1.1e-06,C10.228.140.232.750,C10.228.140.232
Pesticide Residues,Pesticides,Immunologic Tests,5,4,1.78e-06,D27.720.031.700.672,D27.720.031.700
DDT,"Hydrocarbons, Chlorinated",Viral Vaccines,5,4,7.94e-07,D02.455.526.439.255,D02.455.526.439
"Vomiting, Anticipatory",Vomiting,Dermatologic Agents,5,4,4.27e-06,C23.888.821.937.080,C23.888.821.937
Soy Milk,Milk Substitutes,Extracellular Matrix Proteins,5,4,4.27e-06,G07.203.100.712.500,G07.203.100.712
Amine Oxidase (Copper-Containing),Oxidoreductases Acting on CH-NH2 Group Donors,Bariatric Surgery,5,4,6.17e-07,D08.811.682.664.249,D08.811.682.664
Rectal Fistula,Rectal Diseases,Neuroectodermal Tumors,5,4,7.94e-07,C06.405.469.860.752,C06.405.469.860
"Carcinoma 256, Walker",Carcinosarcoma,Benzodioxoles,5,4,1.41e-06,C04.557.435.290.210,C04.557.435.290
Transcriptional Regulator ERG,Trans-Activators,Carcinoma,5,4,6.03e-07,D12.776.260.755.100,D12.776.260.755
Upstream Stimulatory Factors,Basic Helix-Loop-Helix Transcription Factors,"Insemination, Artificial",5,4,3.63e-06,D12.776.260.103.937,D12.776.260.103
Protein-Arginine Deiminase Type 2,Protein-Arginine Deiminases,Microbiological Techniques,5,4,4.94e-07,D08.811.277.721.313,D08.811.277.721
"Carcinoma, Adenosquamous",Carcinoma,Extracellular Matrix Proteins,5,4,1.41e-06,C04.557.470.200.150,C04.557.470.200
Fossils,Paleontology,Enzyme Inhibitors,5,4,3.47e-06,I01.076.368.584.311,I01.076.368.584
Dietary Patterns,Feeding Behavior,Aluminum Silicates,5,4,5.01e-06,G07.203.650.353.350,G07.203.650.353
Cartilage Oligomeric Matrix Protein,Extracellular Matrix Proteins,MutS Proteins,5,4,1.82e-06,D12.776.860.300.155,D12.776.860.300
"Topography, Medical","Geography, Medical",Respiratory Function Tests,5,4,1.91e-06,H01.277.500.097.500,H01.277.500.097
Anomalous Left Coronary Artery,Coronary Vessel Anomalies,Neuroectodermal Tumors,5,4,8.71e-07,C14.240.400.210.125,C14.240.400.210
Cytochrome P-450 CYP2C8 Inhibitors,Cytochrome P-450 Enzyme Inhibitors,Thiamine,5,4,5.5e-07,D27.505.389.500.308,D27.505.389.500
Vitamins,Micronutrients,MutS Proteins,5,4,3.89e-06,D27.505.696.494.600,D27.505.696.494
Zinc Finger Protein Gli3,Repressor Proteins,Vomiting,5,4,4.47e-06,D12.776.260.703.900,D12.776.260.703
Uterine Duplication Anomalies,Urogenital Abnormalities,Phenethylamines,5,4,1.05e-06,C12.050.351.875.940,C12.050.351.875
"Insemination, Artificial, Homologous","Insemination, Artificial",Ovarian Neoplasms,5,4,5.89e-07,E02.875.800.937.525,E02.875.800.937
Epstein-Barr Virus Nuclear Antigens,"Antigens, Viral",Thiamine,5,4,1.33e-06,D12.776.964.350.300,D12.776.964.350
Amino Acid Isomerases,Racemases and Epimerases,Diethylamines,5,4,5.25e-06,D08.811.399.894.200,D08.811.399.894
Binge Drinking,Alcohol Drinking,"Hydrocarbons, Chlorinated",5,4,3.98e-06,F01.145.317.269.500,F01.145.317.269
Lingual Goiter,Lingual Thyroid,Quadriplegia,5,4,6.31e-07,C16.131.894.500.500,C16.131.894.500
C-Reactive Protein,Immunoproteins,Gingival Diseases,5,4,3.41e-06,D12.776.124.486.157,D12.776.124.486
"Sarcoma, Avian",Retroviridae Infections,Dyslipidemias,5,4,5.25e-07,C01.925.782.815.800,C01.925.782.815
Airway Resistance,Respiratory Function Tests,Immunologic Tests,5,4,1.55e-06,E01.370.386.700.050,E01.370.386.700
Narcotics,Central Nervous System Depressants,Phenylammonium Compounds,5,4,3.16e-06,D27.505.696.277.600,D27.505.696.277
Microbial Sensitivity Tests,Microbiological Techniques,Isoindoles,5,4,2.14e-06,E01.370.225.875.595,E01.370.225.875
"RNA, Ribosomal, Self-Splicing","RNA, Ribosomal",Vitellins,5,4,4.79e-06,D13.444.735.686.845,D13.444.735.686
Auditory Threshold,Sensory Thresholds,Gingival Diseases,5,4,1.78e-06,F02.463.593.710.190,F02.463.593.710
Cytochrome P-450 CYP11B2,Steroid Hydroxylases,"Steroids, Chlorinated",5,4,5.5e-07,D08.244.453.915.050,D08.244.453.915
"Leukemia, Erythroblastic, Acute",Myeloproliferative Disorders,Actinoid Series Elements,5,4,2.88e-06,C15.378.190.636.276,C15.378.190.636
"Muscular Dystrophy, Duchenne",Muscular Dystrophies,Cholestanes,5,4,4.68e-06,C05.651.534.500.300,C05.651.534.500
Carbohydrate Dehydrogenases,Alcohol Oxidoreductases,Indicators and Reagents,5,4,1.48e-06,D08.811.682.047.150,D08.811.682.047
Loudness Perception,Auditory Perception,Respiratory Function Tests,5,4,4.79e-07,F02.463.593.071.576,F02.463.593.071
Penetrating Atherosclerotic Ulcer,Arteriosclerosis,Butyrates,5,4,2.14e-06,C14.907.137.126.834,C14.907.137.126
"Hearing Loss, Central","Auditory Diseases, Central",Viral Regulatory and Accessory Proteins,5,4,6.61e-05,C09.218.807.186.432,C09.218.807.186
Plague Vaccine,Bacterial Vaccines,Lingual Thyroid,5,4,7.76e-06,D20.215.894.135.609,D20.215.894.135
Exercise Test,Respiratory Function Tests,Thiamine,5,4,4.79e-05,E01.370.386.700.250,E01.370.386.700
"Clinical Trials, Veterinary as Topic",Clinical Studies as Topic,Quinazolines,5,4,3.24e-05,E05.318.372.250.375,E05.318.372.250
