synset,hypernym,depth,level,entity,entity_hypernym,wiki_title,pageviews,neg_hypernym,domain
employment.n.03,action.n.01,6,3,employment,action,employment,3.63e-05,shelter,Abstraction
mental_soundness.n.01,mental_health.n.01,7,3,mental soundness,mental health,mental soundness,3.11e-05,fabric,Abstraction
wing.n.09,helping.n.01,6,3,wing,helping,wing,4.07e-05,measurement,Abstraction
head_of_state.n.01,representative.n.01,7,3,head of state,representative,head of state,0.000209,class,Person
dainty.n.01,nutriment.n.01,6,3,dainty,nutriment,dainty,5.62e-05,precedence,Substance
arms_deal.n.01,deal.n.01,7,3,arms deal,deal,arms deal,5.02e-05,word,Abstraction
gray.n.06,radiobiologist.n.01,7,3,gray,radiobiologist,gray,2.82e-05,spectrum,Person
curiosity.n.01,cognitive_state.n.01,7,3,curiosity,cognitive state,curiosity,8.51e-05,solfa syllable,Abstraction
water_dog.n.01,sailor.n.01,7,3,water dog,sailor,water dog,9.12e-05,medicine,Person
football_league.n.01,league.n.01,7,3,football league,league,football league,6.59e-05,carina,Abstraction
horizontal_surface.n.01,surface.n.01,6,3,horizontal surface,surface,horizontal surface,0.000257,reptile genus,Artifact
acting.n.01,performing_arts.n.01,6,3,acting,performing arts,acting,0.000234,queue,Abstraction
purpose.n.01,goal.n.01,6,3,purpose,goal,purpose,0.000148,pastry,Abstraction
fox.n.07,algonquian.n.02,7,3,fox,algonquian,fox,4.57e-05,medicine,Abstraction
besseya.n.01,asterid_dicot_genus.n.01,8,4,besseya,asterid dicot genus,besseya,1e-09,consideration,Abstraction
stayman_winesap.n.01,eating_apple.n.01,9,4,stayman winesap,eating apple,stayman winesap,1.3e-08,bedroom,Other
customhouse.n.01,government_building.n.01,8,4,customhouse,government building,customhouse,3.89e-08,gluten,Artifact
genus_gliricidia.n.01,rosid_dicot_genus.n.01,8,4,genus gliricidia,rosid dicot genus,genus gliricidia,1e-09,title,Abstraction
doubleton.n.01,couple.n.04,9,4,doubleton,couple,doubleton,1.2e-08,circle,Abstraction
octant.n.01,measuring_instrument.n.01,9,4,octant,measuring instrument,octant,3.31e-08,damper,Artifact
absentmindedness.n.01,preoccupation.n.02,8,4,absentmindedness,preoccupation,absentmindedness,1.51e-08,tart,Abstraction
epicycle.n.01,circle.n.01,9,4,epicycle,circle,epicycle,1.95e-08,minutes,Abstraction
messuage.n.01,dwelling.n.01,8,4,messuage,dwelling,messuage,3.39e-08,umber,Artifact
gromwell.n.01,herb.n.01,9,4,gromwell,herb,gromwell,1e-09,washup,Plant
mesothelium.n.01,epithelium.n.01,8,4,mesothelium,epithelium,mesothelium,1.35e-08,attack,Other
sium.n.01,rosid_dicot_genus.n.01,8,4,sium,rosid dicot genus,sium,1.1e-08,gliding joint,Abstraction
tartlet.n.01,tart.n.02,9,4,tartlet,tart,tartlet,2.82e-08,coat of paint,Other
asparaginase.n.01,antineoplastic.n.01,8,4,asparaginase,antineoplastic,asparaginase,1.38e-08,scarcity,Substance
egyptian_henbane.n.01,herb.n.01,9,4,egyptian henbane,herb,egyptian henbane,4.25e-08,agency,Plant
skeg.n.01,brace.n.01,9,4,skeg,brace,skeg,2.63e-08,fascist,Artifact
glossitis.n.01,inflammation.n.01,8,4,glossitis,inflammation,glossitis,1.86e-08,combination,Abstraction
antitype.n.02,kind.n.01,9,4,antitype,kind,antitype,1.55e-08,soldier,Abstraction
aerophilately.n.01,philately.n.01,9,4,aerophilately,philately,aerophilately,1e-09,rosid dicot genus,Abstraction
iliamna.n.01,dilleniid_dicot_genus.n.01,8,4,iliamna,dilleniid dicot genus,iliamna,1.91e-08,work,Abstraction
false_bugbane.n.01,herb.n.01,9,4,false bugbane,herb,false bugbane,1e-09,dilleniid dicot genus,Plant
pholiota_astragalina.n.01,agaric.n.02,9,4,pholiota astragalina,agaric,pholiota astragalina,1e-09,tart,Other
spindlelegs.n.02,leg.n.01,9,4,spindlelegs,leg,spindlelegs,1e-09,measuring instrument,Other
blackshirt.n.01,fascist.n.01,8,4,blackshirt,fascist,blackshirt,2.45e-08,couplet,Person
anabaptism.n.01,protestantism.n.01,9,4,anabaptism,protestantism,anabaptism,2.75e-08,ericales,Abstraction
cock-a-leekie.n.01,soup.n.01,8,4,cock-a-leekie,soup,cock-a-leekie,1.51e-08,composing,Substance
echinocereus.n.01,caryophylloid_dicot_genus.n.01,8,4,echinocereus,caryophylloid dicot genus,echinocereus,1e-09,measuring instrument,Abstraction
eolith.n.01,tool.n.01,8,4,eolith,tool,eolith,1e-09,guilt,Artifact
bobsledding.n.01,sledding.n.01,9,4,bobsledding,sledding,bobsledding,3.63e-08,poisonous plant,Abstraction
triphosphoric_acid.n.01,acid.n.01,8,4,triphosphoric acid,acid,triphosphoric acid,1e-09,boat race,Abstraction
keratoscleritis.n.01,inflammation.n.01,8,4,keratoscleritis,inflammation,keratoscleritis,1e-09,basidiomycete,Abstraction
ureteritis.n.01,inflammation.n.01,8,4,ureteritis,inflammation,ureteritis,1e-09,pie,Abstraction
wateriness.n.02,meagerness.n.01,8,4,wateriness,meagerness,wateriness,1e-09,master's degree,Abstraction
peradventure.n.01,doubt.n.01,8,4,peradventure,doubt,peradventure,4.17e-08,meagerness,Abstraction
coneflower.n.02,wildflower.n.01,9,4,coneflower,wildflower,coneflower,3.72e-08,cornsmut,Plant
malacothamnus.n.01,dilleniid_dicot_genus.n.01,8,4,malacothamnus,dilleniid dicot genus,malacothamnus,1e-09,insertion,Abstraction
sawm.n.01,pillar_of_islam.n.01,9,4,sawm,pillar of islam,sawm,1.29e-08,shadow,Abstraction
fatwah.n.01,opinion.n.04,8,4,fatwah,opinion,fatwah,1.05e-08,antimalarial,Abstraction
potassium_ferrocyanide.n.01,ferrocyanide.n.01,9,4,potassium ferrocyanide,ferrocyanide,potassium ferrocyanide,2.73e-08,soldier,Abstraction
mealworm.n.01,larva.n.01,8,4,mealworm,larva,mealworm,3.39e-08,optical device,Animal
rhizome.n.01,stalk.n.02,8,4,rhizome,stalk,rhizome,2.51e-07,butter cookie,Other
demonetization.n.01,termination.n.05,9,4,demonetization,termination,demonetization,1.29e-07,bed,Abstraction
umbra.n.01,shadow.n.01,9,4,umbra,shadow,umbra,2.45e-07,acid,Abstraction
chloroquine.n.01,antimalarial.n.01,8,4,chloroquine,antimalarial,chloroquine,1.17e-07,sulfide,Substance
oto.n.01,sioux.n.01,8,4,oto,sioux,oto,2.69e-07,sulfide,Person
camera_obscura.n.01,chamber.n.01,9,4,camera obscura,chamber,camera obscura,2.23e-07,fruit,Artifact
deprecation.n.01,prayer.n.02,8,4,deprecation,prayer,deprecation,2.51e-07,flower,Abstraction
titania.n.02,fairy.n.01,8,4,titania,fairy,titania,3.31e-07,cafe,Abstraction
dowel.n.01,fastener.n.02,9,4,dowel,fastener,dowel,2.4e-07,fascism,Artifact
fulminate.n.01,salt.n.01,8,4,fulminate,salt,fulminate,6.46e-08,bill,Abstraction
inflorescence.n.02,flower.n.02,9,4,inflorescence,flower,inflorescence,3.98e-07,antineoplastic,Other
foxglove.n.01,herb.n.01,9,4,foxglove,herb,foxglove,1.86e-07,fairy,Plant
beef_fondue.n.01,fondue.n.01,8,4,beef fondue,fondue,beef fondue,3.81e-07,cell,Substance
elbowing.n.01,jostle.n.01,9,4,elbowing,jostle,elbowing,1.66e-07,philately,Abstraction
recapitulation.n.04,composing.n.02,9,4,recapitulation,composing,recapitulation,1.66e-07,brace,Abstraction
finery.n.01,attire.n.01,8,4,finery,attire,finery,2.88e-07,rosid dicot genus,Artifact
euphorbia.n.01,rosid_dicot_genus.n.01,8,4,euphorbia,rosid dicot genus,euphorbia,1.41e-07,combination,Abstraction
thunderhead.n.01,cumulus.n.01,9,4,thunderhead,cumulus,thunderhead,7.08e-08,soldier,Other
oireachtas.n.01,parliament.n.01,8,4,oireachtas,parliament,oireachtas,7.94e-08,ericales,Abstraction
perfusion.n.01,insertion.n.02,9,4,perfusion,insertion,perfusion,4.68e-07,rosid dicot genus,Abstraction
cadmium_sulfide.n.01,sulfide.n.01,8,4,cadmium sulfide,sulfide,cadmium sulfide,3.82e-07,circle,Abstraction
roan.n.01,leather.n.01,9,4,roan,leather,roan,5.25e-07,pillar of islam,Abstraction
ducks_and_drakes.n.01,game.n.03,8,4,ducks and drakes,game,ducks and drakes,3.55e-07,leather,Abstraction
rectifier.n.01,electrical_device.n.01,8,4,rectifier,electrical device,rectifier,3.24e-07,composing,Artifact
subdominant.n.01,note.n.03,8,4,subdominant,note,subdominant,5.62e-08,herb,Abstraction
copalite.n.01,copal.n.01,9,4,copalite,copal,copalite,5.72e-08,vessel,Abstraction
shortbread.n.01,butter_cookie.n.01,9,4,shortbread,butter cookie,shortbread,3.31e-07,dilleniid dicot genus,Other
nativism.n.02,philosophical_doctrine.n.01,8,4,nativism,philosophical doctrine,nativism,1.26e-07,flower,Abstraction
workpiece.n.01,work.n.02,8,4,workpiece,work,workpiece,3.98e-07,master's degree,Artifact
minibar.n.01,buffet.n.01,9,4,minibar,buffet,minibar,2.51e-07,preoccupation,Artifact
highboy.n.01,chest_of_drawers.n.01,9,4,highboy,chest of drawers,highboy,5.37e-08,parallelogram,Artifact
guestroom.n.01,bedroom.n.01,9,4,guestroom,bedroom,guestroom,6.46e-08,sioux,Artifact
spondylitis.n.01,inflammation.n.01,8,4,spondylitis,inflammation,spondylitis,1.38e-07,ericales,Abstraction
heroic_couplet.n.01,couplet.n.02,9,4,heroic couplet,couplet,heroic couplet,3.09e-07,vine,Abstraction
barium_sulphate.n.01,sulfate.n.01,9,4,barium sulphate,sulfate,barium sulphate,3.85e-07,fire,Abstraction
minocycline.n.01,tetracycline.n.01,8,4,minocycline,tetracycline,minocycline,6.03e-08,agaric,Substance
hotbed.n.02,bed.n.02,9,4,hotbed,bed,hotbed,4.47e-07,coat of paint,Other
burnt_umber.n.01,umber.n.01,8,4,burnt umber,umber,burnt umber,2.4e-07,bead,Abstraction
biogenesis.n.02,generation.n.07,8,4,biogenesis,generation,biogenesis,2.51e-07,brainwave,Other
panhandler.n.01,beggar.n.01,8,4,panhandler,beggar,panhandler,5.37e-08,antineoplastic,Person
yellow_jasmine.n.01,vine.n.01,9,4,yellow jasmine,vine,yellow jasmine,3.76e-06,memory device,Plant
schism.n.02,rupture.n.02,8,4,schism,rupture,schism,1.02e-06,position,Abstraction
squirrel_corn.n.01,herb.n.01,9,4,squirrel corn,herb,squirrel corn,3.72e-06,attire,Plant
espresso_shop.n.01,cafe.n.01,9,4,espresso shop,cafe,espresso shop,2.38e-06,shadow,Artifact
unidentified_flying_object.n.01,apparition.n.03,9,4,unidentified flying object,apparition,unidentified flying object,3.42e-06,minutes,Abstraction
master_of_divinity.n.01,master's_degree.n.01,8,4,master of divinity,master's degree,master of divinity,2.73e-06,mandarin,Abstraction
rarity.n.01,scarcity.n.01,8,4,rarity,scarcity,rarity,2.29e-06,herb,Abstraction
pectoral.n.01,skeletal_muscle.n.01,9,4,pectoral,skeletal muscle,pectoral,8.13e-07,philosophical doctrine,Other
stash_house.n.01,house.n.12,8,4,stash house,house,stash house,3.44e-06,protestantism,Artifact
devil's_food.n.01,chocolate_cake.n.01,8,4,devil's food,chocolate cake,devil's food,3.92e-06,vine,Other
shortening.n.02,decrease.n.04,9,4,shortening,decrease,shortening,1.41e-06,soup,Abstraction
pathology.n.02,ill_health.n.01,8,4,pathology,ill health,pathology,3.72e-06,beggar,Abstraction
whipping_cream.n.01,cream.n.02,8,4,whipping cream,cream,whipping cream,2.17e-06,cumulus,Substance
evoked_potential.n.01,electric_potential.n.01,8,4,evoked potential,electric potential,evoked potential,1.3e-06,skeletal muscle,Other
tact.n.01,consideration.n.04,8,4,tact,consideration,tact,1.2e-06,bedroom,Abstraction
bugle.n.03,bead.n.01,9,4,bugle,bead,bugle,8.32e-07,rosid dicot genus,Artifact
damper_block.n.01,damper.n.02,8,4,damper block,damper,damper block,8.61e-07,call,Artifact
pitchfork.n.01,hand_tool.n.01,9,4,pitchfork,hand tool,pitchfork,1.02e-06,umber,Artifact
heath_pea.n.01,vine.n.01,9,4,heath pea,vine,heath pea,2.58e-06,lastingness,Plant
boil_smut.n.01,cornsmut.n.01,9,4,boil smut,cornsmut,boil smut,6.68e-07,sledding,Other
cliffhanger.n.02,episode.n.03,8,4,cliffhanger,episode,cliffhanger,6.92e-07,exercise,Abstraction
clementine.n.02,mandarin.n.05,9,4,clementine,mandarin,clementine,7.76e-07,creating from raw materials,Other
cassava.n.02,root.n.01,8,4,cassava,root,cassava,6.31e-07,washup,Other
camper_trailer.n.01,trailer.n.04,9,4,camper trailer,trailer,camper trailer,1.67e-06,part,Artifact
charm_quark.n.01,quark.n.01,9,4,charm quark,quark,charm quark,1.03e-06,payment,Other
detachment.n.02,separation.n.09,9,4,detachment,separation,detachment,2.88e-06,title,Abstraction
billiard_room.n.01,room.n.01,8,4,billiard room,room,billiard room,7.22e-07,ferrocyanide,Artifact
shyness.n.01,timidity.n.01,8,4,shyness,timidity,shyness,7.94e-07,generation,Abstraction
wheat_gluten.n.01,gluten.n.01,8,4,wheat gluten,gluten,wheat gluten,2.96e-06,house,Abstraction
allele.n.01,gene.n.01,8,4,allele,gene,allele,8.13e-07,humanistic discipline,Abstraction
phalanx.n.01,bone.n.01,9,4,phalanx,bone,phalanx,7.08e-07,vine,Other
orphan.n.04,young.n.01,8,4,orphan,young,orphan,3.8e-06,pie,Animal
rectangle.n.01,parallelogram.n.01,9,4,rectangle,parallelogram,rectangle,1.74e-06,legal holiday,Abstraction
water_fennel.n.01,poisonous_plant.n.01,8,4,water fennel,poisonous plant,water fennel,9.1e-07,couplet,Plant
depth_finder.n.01,navigational_instrument.n.01,9,4,depth finder,navigational instrument,depth finder,1.81e-06,bill,Artifact
septic_tank.n.01,tank.n.02,9,4,septic tank,tank,septic tank,1.55e-06,timidity,Artifact
squash_pie.n.01,pie.n.01,8,4,squash pie,pie,squash pie,3.34e-06,practice,Other
tinamou.n.01,game_bird.n.01,9,4,tinamou,game bird,tinamou,1.58e-06,tetracycline,Animal
bathtub_gin.n.01,gin.n.01,9,4,bathtub gin,gin,bathtub gin,1.77e-06,bulletin,Substance
temperate_zone.n.01,climatic_zone.n.01,8,4,temperate zone,climatic zone,temperate zone,2.05e-06,insertion,Other
automaton.n.02,mechanism.n.05,8,4,automaton,mechanism,automaton,1.74e-05,flower,Artifact
projection.n.01,prediction.n.01,9,4,projection,prediction,projection,6.17e-06,insertion,Abstraction
delta_rhythm.n.01,brainwave.n.01,8,4,delta rhythm,brainwave,delta rhythm,1e-05,herb,Other
ericaceae.n.01,ericales.n.01,8,4,ericaceae,ericales,ericaceae,5.68e-06,buffet,Abstraction
rome_beauty.n.01,cooking_apple.n.01,9,4,rome beauty,cooking apple,rome beauty,1.88e-05,couple,Other
confusion.n.04,combination.n.07,9,4,confusion,combination,confusion,1.55e-05,attire,Abstraction
hindi.n.01,sanskrit.n.01,9,4,hindi,sanskrit,hindi,6.61e-06,rosid dicot genus,Abstraction
moss.n.01,bryophyte.n.01,8,4,moss,bryophyte,moss,7.76e-06,humanistic discipline,Other
court-martial.n.02,trial.n.04,8,4,court-martial,trial,court-martial,1.1e-05,humanistic discipline,Abstraction
satisfaction.n.04,payment.n.01,8,4,satisfaction,payment,satisfaction,1.45e-05,rate,Abstraction
congressional_record.n.01,minutes.n.01,8,4,congressional record,minutes,congressional record,1.41e-05,scarcity,Abstraction
fancy_dress.n.01,costume.n.01,9,4,fancy dress,costume,fancy dress,1.61e-05,wind instrument,Artifact
optical_disk.n.01,memory_device.n.01,8,4,optical disk,memory device,optical disk,6.28e-06,herb,Artifact
punch_bowl.n.01,bowl.n.03,9,4,punch bowl,bowl,punch bowl,1.4e-05,trial,Artifact
laser.n.01,optical_device.n.01,8,4,laser,optical device,laser,1.58e-05,inflammation,Artifact
survivor_guilt.n.01,guilt.n.02,9,4,survivor guilt,guilt,survivor guilt,5.74e-06,cream,Abstraction
pitcher.n.05,position.n.09,8,4,pitcher,position,pitcher,6.17e-06,game,Abstraction
air_filter.n.01,filter.n.01,8,4,air filter,filter,air filter,1.76e-05,costume,Artifact
soy_sauce.n.01,condiment.n.01,9,4,soy sauce,condiment,soy sauce,4.27e-06,chocolate cake,Substance
mortar.n.03,vessel.n.03,8,4,mortar,vessel,mortar,5.62e-06,sulfide,Artifact
drum.n.01,percussion_instrument.n.01,9,4,drum,percussion instrument,drum,1.29e-05,skeletal muscle,Artifact
pipe.n.04,wind_instrument.n.01,9,4,pipe,wind instrument,pipe,1.78e-05,asterid dicot genus,Artifact
nazism.n.01,fascism.n.01,8,4,nazism,fascism,nazism,7.41e-06,bone,Abstraction
mushroom.n.03,basidiomycete.n.01,8,4,mushroom,basidiomycete,mushroom,4.27e-06,meagerness,Other
sailing-race.n.01,boat_race.n.01,8,4,sailing-race,boat race,sailing-race,9.04e-06,seat,Abstraction
cord.n.03,conductor.n.04,8,4,cord,conductor,cord,9.55e-06,ferrocyanide,Artifact
pricing_system.n.01,system.n.07,9,4,pricing system,system,pricing system,1.06e-05,cream,Abstraction
reverend.n.02,title.n.06,8,4,reverend,title,reverend,5.5e-06,filter,Abstraction
realization.n.02,creating_by_mental_acts.n.01,8,4,realization,creating by mental acts,realization,5.25e-06,game,Abstraction
ram.n.04,tool.n.01,8,4,ram,tool,ram,1.55e-05,dwelling,Artifact
territorial.n.01,soldier.n.01,9,4,territorial,soldier,territorial,8.13e-06,topology,Person
continuity.n.03,lastingness.n.01,8,4,continuity,lastingness,continuity,5.89e-06,soldier,Abstraction
stock-index_futures.n.01,futures_contract.n.01,9,4,stock-index futures,futures contract,stock-index futures,5.46e-06,gliding joint,Abstraction
wrist.n.01,gliding_joint.n.01,8,4,wrist,gliding joint,wrist,1.02e-05,futures contract,Other
partial_verdict.n.01,verdict.n.01,9,4,partial verdict,verdict,partial verdict,6.21e-06,chest of drawers,Abstraction
sliding_seat.n.01,seat.n.04,9,4,sliding seat,seat,sliding seat,6.67e-06,spending,Artifact
field_magnet.n.01,magnet.n.01,8,4,field magnet,magnet,field magnet,5.21e-06,inflammation,Artifact
deficit_spending.n.01,spending.n.01,9,4,deficit spending,spending,deficit spending,9.38e-06,conductor,Abstraction
instrument_of_execution.n.01,instrument.n.01,8,4,instrument of execution,instrument,instrument of execution,9.41e-06,precipitation,Artifact
climb.n.02,rise.n.04,8,4,climb,rise,climb,1.66e-05,detective,Abstraction
distance_vision.n.01,sight.n.03,9,4,distance vision,sight,distance vision,2.66e-05,note,Abstraction
law_practice.n.01,practice.n.04,8,4,law practice,practice,law practice,8.21e-05,industry,Abstraction
inquiry.n.01,problem_solving.n.02,8,4,inquiry,problem solving,inquiry,0.000245,leather,Abstraction
slow_match.n.01,match.n.01,9,4,slow match,match,slow match,4.64e-05,poisonous plant,Artifact
base_hit.n.01,hit.n.01,9,4,base hit,hit,base hit,9.33e-05,flower,Abstraction
ground_attack.n.01,attack.n.01,8,4,ground attack,attack,ground attack,6.58e-05,sulfide,Abstraction
bath.n.02,washup.n.01,9,4,bath,washup,bath,2.75e-05,composing,Abstraction
hotel_bill.n.01,bill.n.02,9,4,hotel bill,bill,hotel bill,5.46e-05,kind,Abstraction
snow.n.01,precipitation.n.03,9,4,snow,precipitation,snow,4.57e-05,chamber,Other
shower.n.02,washup.n.01,9,4,shower,washup,shower,3.16e-05,spending,Abstraction
catch.n.08,game.n.03,8,4,catch,game,catch,7.41e-05,fondue,Abstraction
philosophy.n.02,humanistic_discipline.n.01,8,4,philosophy,humanistic discipline,philosophy,3.09e-05,rate,Abstraction
searching_fire.n.01,fire.n.02,9,4,searching fire,fire,searching fire,2.05e-05,guilt,Abstraction
national_park_service.n.01,agency.n.01,8,4,national park service,agency,national park service,7.55e-05,hand tool,Abstraction
may_apple.n.01,fruit.n.01,9,4,may apple,fruit,may apple,5.43e-05,coat of paint,Other
fuel_cell.n.01,cell.n.03,9,4,fuel cell,cell,fuel cell,3.07e-05,decrease,Artifact
land_line.n.01,telephone_line.n.02,8,4,land line,telephone line,land line,0.000108,scarcity,Artifact
fire_watching.n.01,civil_defense.n.01,8,4,fire watching,civil defense,fire watching,6.87e-05,trailer,Abstraction
solar_house.n.01,house.n.01,8,4,solar house,house,solar house,3.18e-05,fascism,Artifact
pay_rate.n.01,rate.n.02,9,4,pay rate,rate,pay rate,8.91e-05,skeletal muscle,Abstraction
tax_rate.n.01,rate.n.02,9,4,tax rate,rate,tax rate,6.9e-05,precipitation,Abstraction
second_period.n.01,part.n.09,8,4,second period,part,second period,0.000118,brace,Abstraction
replacement.n.01,substitution.n.02,8,4,replacement,substitution,replacement,2.75e-05,stalk,Abstraction
recall.n.02,call.n.09,8,4,recall,call,recall,2.51e-05,dilleniid dicot genus,Abstraction
manual_of_arms.n.01,exercise.n.03,8,4,manual of arms,exercise,manual of arms,2.09e-05,government building,Abstraction
count.n.03,lord.n.03,8,4,count,lord,count,6.76e-05,match,Person
news_bulletin.n.01,bulletin.n.01,8,4,news bulletin,bulletin,news bulletin,2.82e-05,position,Abstraction
bank_holiday.n.01,legal_holiday.n.01,9,4,bank holiday,legal holiday,bank holiday,3.47e-05,couple,Abstraction
star_topology.n.01,topology.n.04,9,4,star topology,topology,star topology,0.000155,bead,Abstraction
palate.n.01,surface.n.02,8,4,palate,surface,palate,2.32e-05,fastener,Other
flat_coat.n.01,coat_of_paint.n.01,8,4,flat coat,coat of paint,flat coat,0.000141,vessel,Artifact
defense_intelligence_agency.n.01,military_intelligence.n.01,9,4,defense intelligence agency,military intelligence,defense intelligence agency,2.21e-05,rate,Abstraction
section_eight.n.01,soldier.n.01,9,4,section eight,soldier,section eight,5.12e-05,bed,Person
construction.n.01,creating_from_raw_materials.n.01,8,4,construction,creating from raw materials,construction,0.000195,factory,Abstraction
automobile_factory.n.01,factory.n.01,9,4,automobile factory,factory,automobile factory,3.15e-05,sanskrit,Artifact
log.n.05,measuring_instrument.n.01,9,4,log,measuring instrument,log,2.34e-05,agency,Artifact
transmission.n.05,gear.n.03,9,4,transmission,gear,transmission,2.14e-05,fire,Artifact
dick.n.01,detective.n.01,9,4,dick,detective,dick,5.01e-05,title,Person
sector.n.06,measuring_instrument.n.01,9,4,sector,measuring instrument,sector,4.57e-05,rate,Artifact
construction_industry.n.01,industry.n.01,8,4,construction industry,industry,construction industry,5.82e-05,larva,Abstraction
tuille.n.01,armor_plate.n.01,10,5,tuille,armor plate,tuille,1e-09,fern,Artifact
goldie's_fern.n.01,shield_fern.n.01,11,5,goldie's fern,shield fern,goldie's fern,6.24e-08,hose,Plant
weighbridge.n.01,scale.n.07,10,5,weighbridge,scale,weighbridge,5.75e-08,pulmonary artery,Artifact
bermuda_maidenhair.n.01,maidenhair.n.01,11,5,bermuda maidenhair,maidenhair,bermuda maidenhair,3.43e-08,jawless vertebrate,Plant
backsword.n.02,sword.n.01,10,5,backsword,sword,backsword,1e-09,boat racing,Artifact
guayule.n.01,subshrub.n.01,11,5,guayule,subshrub,guayule,1.15e-08,manzanita,Plant
bugloss.n.01,anchusa.n.01,10,5,bugloss,anchusa,bugloss,1.38e-08,major scale,Plant
galvanometer.n.01,meter.n.02,10,5,galvanometer,meter,galvanometer,5.37e-08,missile,Artifact
radiolarian.n.01,actinopod.n.01,11,5,radiolarian,actinopod,radiolarian,2.45e-08,bean,Other
dumpcart.n.01,cart.n.01,10,5,dumpcart,cart,dumpcart,1e-09,campaign,Artifact
overcompensation.n.02,compensation.n.01,10,5,overcompensation,compensation,overcompensation,4.68e-08,pinnate leaf,Abstraction
laparoscope.n.01,endoscope.n.01,10,5,laparoscope,endoscope,laparoscope,2.57e-08,ballroom dancing,Artifact
hairy_willowherb.n.01,willowherb.n.01,10,5,hairy willowherb,willowherb,hairy willowherb,1.4e-08,nettle,Plant
bumboat.n.01,boat.n.01,11,5,bumboat,boat,bumboat,1e-09,bench,Artifact
supertwister.n.01,tornado.n.01,11,5,supertwister,tornado,supertwister,1e-09,pulmonary artery,Other
turbogenerator.n.01,generator.n.02,11,5,turbogenerator,generator,turbogenerator,1e-09,hose,Artifact
craniometry.n.01,physical_anthropology.n.01,11,5,craniometry,physical anthropology,craniometry,1e-09,modality,Abstraction
heterostracan.n.01,jawless_vertebrate.n.01,11,5,heterostracan,jawless vertebrate,heterostracan,1e-09,hydrangea,Animal
sackbut.n.01,trombone.n.01,11,5,sackbut,trombone,sackbut,2.51e-08,tolerance,Artifact
goldbrick.n.04,fraud.n.03,11,5,goldbrick,fraud,goldbrick,1e-09,genetic disease,Abstraction
bipinnate_leaf.n.01,pinnate_leaf.n.01,10,5,bipinnate leaf,pinnate leaf,bipinnate leaf,2.34e-08,review,Other
automysophobia.n.01,simple_phobia.n.01,11,5,automysophobia,simple phobia,automysophobia,1e-09,fern,Abstraction
sericea_lespedeza.n.01,bush_clover.n.01,10,5,sericea lespedeza,bush clover,sericea lespedeza,1.42e-08,endoscope,Plant
fosbury_flop.n.01,high_jump.n.02,11,5,fosbury flop,high jump,fosbury flop,1.85e-08,genetic disease,Abstraction
euthenics.n.01,life_science.n.01,10,5,euthenics,life science,euthenics,1e-09,shrub,Abstraction
mammillaria.n.01,cactus.n.01,10,5,mammillaria,cactus,mammillaria,1.82e-08,criticism,Plant
diathermy.n.01,modality.n.04,10,5,diathermy,modality,diathermy,3.02e-08,compensation,Abstraction
shittah.n.01,acacia.n.01,11,5,shittah,acacia,shittah,1e-09,shrub,Plant
hypophysectomy.n.01,ablation.n.01,10,5,hypophysectomy,ablation,hypophysectomy,1e-09,dip,Abstraction
hygrocybe_acutoconica.n.01,waxycap.n.01,10,5,hygrocybe acutoconica,waxycap,hygrocybe acutoconica,1e-09,rail fence,Other
nevoid_elephantiasis.n.01,genetic_disease.n.01,10,5,nevoid elephantiasis,genetic disease,nevoid elephantiasis,1e-09,lamb,Abstraction
musculus_articularis_genus.n.01,articular_muscle.n.01,10,5,musculus articularis genus,articular muscle,musculus articularis genus,1e-09,packing,Other
epee.n.01,fencing_sword.n.01,11,5,epee,fencing sword,epee,6.31e-08,snow,Artifact
fraud_in_the_factum.n.01,fraud.n.01,10,5,fraud in the factum,fraud,fraud in the factum,5.87e-08,sword,Abstraction
othonna.n.01,shrub.n.01,10,5,othonna,shrub,othonna,1e-09,shield fern,Plant
hornpipe.n.01,folk_dancing.n.01,10,5,hornpipe,folk dancing,hornpipe,5.37e-08,fern,Abstraction
chancroid.n.01,ulcer.n.01,11,5,chancroid,ulcer,chancroid,1.66e-08,grass,Abstraction
wordbook.n.01,reference_book.n.01,11,5,wordbook,reference book,wordbook,1e-09,fraud,Artifact
cardiogenic_shock.n.01,shock.n.04,11,5,cardiogenic shock,shock,cardiogenic shock,5.24e-08,iridaceous plant,Abstraction
monoplegia.n.01,paralysis.n.01,11,5,monoplegia,paralysis,monoplegia,1e-09,spar,Abstraction
chicken_roundworm.n.01,nematode.n.01,10,5,chicken roundworm,nematode,chicken roundworm,7.75e-08,wheel,Animal
bog_pimpernel.n.01,pimpernel.n.02,10,5,bog pimpernel,pimpernel,bog pimpernel,1.48e-07,review,Plant
amontillado.n.01,sherry.n.01,10,5,amontillado,sherry,amontillado,9.12e-08,generator,Substance
bracken.n.01,fern.n.01,10,5,bracken,fern,bracken,6.03e-07,cactus,Plant
stargazing.n.01,observation.n.02,10,5,stargazing,observation,stargazing,3.09e-07,reference book,Abstraction
gerrymander.n.01,cheat.n.05,10,5,gerrymander,cheat,gerrymander,1.15e-07,meter,Abstraction
concertina.n.02,free-reed_instrument.n.01,10,5,concertina,free-reed instrument,concertina,1.86e-07,bomber,Artifact
mistletoe_fig.n.01,fig_tree.n.01,11,5,mistletoe fig,fig tree,mistletoe fig,6.17e-07,sauce,Plant
